ticker,fold,test_start,test_end,oos_accuracy,oos_precision,oos_recall,n_test
BNO,34,2022-03-01T00:00:00.000,2022-06-01T00:00:00.000,0.6666666666666666,0.6721311475409836,0.9761904761904762,63
BNO,35,2022-06-01T00:00:00.000,2022-09-01T00:00:00.000,0.3968253968253968,0.13636363636363635,1.0,63
BNO,36,2022-09-01T00:00:00.000,2022-12-01T00:00:00.000,0.3492063492063492,0.38461538461538464,0.46875,63
BNO,37,2022-12-01T00:00:00.000,2023-03-01T00:00:00.000,0.6,0.7,0.25,60
BNO,38,2023-03-01T00:00:00.000,2023-06-01T00:00:00.000,0.4838709677419355,0.45,0.6428571428571429,62
BNO,39,2023-06-01T00:00:00.000,2023-09-01T00:00:00.000,0.375,1.0,0.375,64
BNO,40,2023-09-01T00:00:00.000,2023-12-01T00:00:00.000,0.484375,0.1388888888888889,0.7142857142857143,64
BNO,41,2023-12-01T00:00:00.000,2024-03-01T00:00:00.000,0.8032786885245902,0.9791666666666666,0.8103448275862069,61
BNO,42,2024-03-01T00:00:00.000,2024-06-01T00:00:00.000,0.4838709677419355,0.5333333333333333,0.24242424242424243,62
BNO,43,2024-06-01T00:00:00.000,2024-09-01T00:00:00.000,0.4032258064516129,0.2553191489361702,0.8571428571428571,62
XOM,0,2013-09-01T00:00:00.000,2013-12-01T00:00:00.000,0.6031746031746031,0.8333333333333334,0.6122448979591837,63
XOM,1,2013-12-01T00:00:00.000,2014-03-01T00:00:00.000,0.4262295081967213,0.42857142857142855,0.18181818181818182,61
XOM,2,2014-03-01T00:00:00.000,2014-06-01T00:00:00.000,0.6349206349206349,0.9142857142857143,0.6153846153846154,63
XOM,3,2014-06-01T00:00:00.000,2014-09-01T00:00:00.000,0.328125,0.2830188679245283,0.75,64
XOM,4,2014-09-01T00:00:00.000,2014-12-01T00:00:00.000,0.484375,0.4406779661016949,1.0,64
XOM,5,2014-12-01T00:00:00.000,2015-03-01T00:00:00.000,0.39344262295081966,0.3728813559322034,1.0,61
XOM,6,2015-03-01T00:00:00.000,2015-06-01T00:00:00.000,0.453125,0.375,0.1935483870967742,64
XOM,7,2015-06-01T00:00:00.000,2015-09-01T00:00:00.000,0.4,0.0975609756097561,0.6666666666666666,65
XOM,8,2015-09-01T00:00:00.000,2015-12-01T00:00:00.000,0.515625,0.6,0.4166666666666667,64
XOM,9,2015-12-01T00:00:00.000,2016-03-01T00:00:00.000,0.7096774193548387,0.8571428571428571,0.6976744186046512,62
XOM,10,2016-03-01T00:00:00.000,2016-06-01T00:00:00.000,0.35384615384615387,0.875,0.35,65
XOM,11,2016-06-01T00:00:00.000,2016-09-01T00:00:00.000,0.3181818181818182,0.3469387755102041,0.5666666666666667,66
XOM,12,2016-09-01T00:00:00.000,2016-12-01T00:00:00.000,0.359375,0.6190476190476191,0.2826086956521739,64
XOM,13,2016-12-01T00:00:00.000,2017-03-01T00:00:00.000,0.4666666666666667,0.2,0.42857142857142855,60
XOM,14,2017-03-01T00:00:00.000,2017-06-01T00:00:00.000,0.5538461538461539,0.5526315789473685,0.6363636363636364,65
XOM,15,2017-06-01T00:00:00.000,2017-09-01T00:00:00.000,0.3333333333333333,0.24444444444444444,0.5238095238095238,66
XOM,16,2017-09-01T00:00:00.000,2017-12-01T00:00:00.000,0.484375,0.7352941176470589,0.5102040816326531,64
XOM,17,2017-12-01T00:00:00.000,2018-03-01T00:00:00.000,0.38333333333333336,0.3508771929824561,1.0,60
XOM,18,2018-03-01T00:00:00.000,2018-06-01T00:00:00.000,0.3333333333333333,0.6206896551724138,0.3673469387755102,63
XOM,19,2018-06-01T00:00:00.000,2018-09-01T00:00:00.000,0.6153846153846154,0.6538461538461539,0.8292682926829268,65
XOM,20,2018-09-01T00:00:00.000,2018-12-01T00:00:00.000,0.38095238095238093,0.23529411764705882,1.0,63
XOM,21,2018-12-01T00:00:00.000,2019-03-01T00:00:00.000,0.2982456140350877,0.8888888888888888,0.1702127659574468,57
XOM,22,2019-03-01T00:00:00.000,2019-06-01T00:00:00.000,0.25,0.19444444444444445,0.2692307692307692,64
XOM,23,2019-06-01T00:00:00.000,2019-09-01T00:00:00.000,0.671875,0.8333333333333334,0.3448275862068966,64
XOM,24,2019-09-01T00:00:00.000,2019-12-01T00:00:00.000,0.47619047619047616,0.5,0.3333333333333333,63
XOM,25,2019-12-01T00:00:00.000,2020-03-01T00:00:00.000,0.4918032786885246,0.14705882352941177,0.7142857142857143,61
XOM,26,2020-03-01T00:00:00.000,2020-06-01T00:00:00.000,0.8709677419354839,0.8620689655172413,1.0,62
XOM,27,2020-06-01T00:00:00.000,2020-09-01T00:00:00.000,0.7692307692307693,0.2777777777777778,0.7142857142857143,65
XOM,28,2020-09-01T00:00:00.000,2020-12-01T00:00:00.000,0.375,0.47058823529411764,0.42105263157894735,64
XOM,29,2020-12-01T00:00:00.000,2021-03-01T00:00:00.000,0.04918032786885246,1.0,0.03333333333333333,61
XOM,30,2021-03-01T00:00:00.000,2021-06-01T00:00:00.000,0.2698412698412698,0.5151515151515151,0.3617021276595745,63
XOM,31,2021-06-01T00:00:00.000,2021-09-01T00:00:00.000,0.2,0.14,0.4375,65
XOM,32,2021-09-01T00:00:00.000,2021-12-01T00:00:00.000,0.40625,0.5,0.6578947368421053,64
XOM,33,2021-12-01T00:00:00.000,2022-03-01T00:00:00.000,0.85,0.9622641509433962,0.8793103448275862,60
XOM,34,2022-03-01T00:00:00.000,2022-06-01T00:00:00.000,0.7301587301587301,0.7592592592592593,0.9111111111111111,63
XOM,35,2022-06-01T00:00:00.000,2022-09-01T00:00:00.000,0.6984126984126984,0.7142857142857143,0.875,63
XOM,36,2022-09-01T00:00:00.000,2022-12-01T00:00:00.000,0.6349206349206349,0.6349206349206349,1.0,63
XOM,37,2022-12-01T00:00:00.000,2023-03-01T00:00:00.000,0.45,0.4897959183673469,0.75,60
XOM,38,2023-03-01T00:00:00.000,2023-06-01T00:00:00.000,0.5645161290322581,0.5555555555555556,0.78125,62
